data name	program name	data	stdout	stderr	exit code	timeout
omap-multiple-keys	javascript-js-yaml	"x: !!omap
  - a: 1
    b: 2
  - a: 3
    b: 4
"		"
/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-js-yaml/node_modules/js-yaml/lib/loader.js:187
  throw generateError(state, message);
  ^
YAMLException: cannot resolve a node with !<tag:yaml.org,2002:omap> explicit tag (6:1)

 3 |     b: 2
 4 |   - a: 3
 5 |     b: 4
 6 | 
-----^
    at generateError (/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-js-yaml/node_modules/js-yaml/lib/loader.js:183:10)
    at throwError (/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-js-yaml/node_modules/js-yaml/lib/loader.js:187:9)
    at composeNode (/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-js-yaml/node_modules/js-yaml/lib/loader.js:1529:7)
    at readBlockMapping (/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-js-yaml/node_modules/js-yaml/lib/loader.js:1164:11)
    at composeNode (/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-js-yaml/node_modules/js-yaml/lib/loader.js:1441:12)
    at readDocument (/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-js-yaml/node_modules/js-yaml/lib/loader.js:1625:3)
    at loadDocuments (/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-js-yaml/node_modules/js-yaml/lib/loader.js:1688:5)
    at Object.load (/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-js-yaml/node_modules/js-yaml/lib/loader.js:1714:19)
    at Object.<anonymous> (/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-js-yaml/main.js:7:16)
    at Module._compile (node:internal/modules/cjs/loader:1376:14) {
  reason: 'cannot resolve a node with !<tag:yaml.org,2002:omap> explicit tag',
  mark: {
    name: null,
    buffer: 'x: !!omap\n  - a: 1\n    b: 2\n  - a: 3\n    b: 4\n',
    position: 46,
    line: 5,
    column: 0,
    snippet: ' 3 |     b: 2\n 4 |   - a: 3\n 5 |     b: 4\n 6 | \n-----^'
  }
}

Node.js v21.3.0
"	1	false
omap-multiple-keys	javascript-yaml	"x: !!omap
  - a: 1
    b: 2
  - a: 3
    b: 4
"		"/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-yaml/node_modules/yaml/dist/public-api.js:73
            throw doc.errors[0];
            ^

YAMLParseError: Each pair must have its own sequence indicator at line 1, column 4:

x: !!omap
   ^^^^^^

    at Composer.onError (/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-yaml/node_modules/yaml/dist/compose/composer.js:69:34)
    at /Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-yaml/node_modules/yaml/dist/compose/compose-collection.js:67:44
    at Object.resolvePairs (/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-yaml/node_modules/yaml/dist/schema/yaml-1.1/pairs.js:16:21)
    at Object.resolve (/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-yaml/node_modules/yaml/dist/schema/yaml-1.1/omap.js:59:31)
    at Object.composeCollection (/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-yaml/node_modules/yaml/dist/compose/compose-collection.js:67:30)
    at composeNode (/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-yaml/node_modules/yaml/dist/compose/compose-node.js:31:38)
    at Object.resolveBlockMap (/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-yaml/node_modules/yaml/dist/compose/resolve-block-map.js:81:19)
    at resolveCollection (/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-yaml/node_modules/yaml/dist/compose/compose-collection.js:13:27)
    at Object.composeCollection (/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-yaml/node_modules/yaml/dist/compose/compose-collection.js:47:16)
    at Object.composeNode (/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-yaml/node_modules/yaml/dist/compose/compose-node.js:31:38) {
  code: 'TAG_RESOLVE_FAILED',
  pos: [ 3, 9 ],
  linePos: [ { line: 1, col: 4 }, { line: 1, col: 10 } ]
}

Node.js v21.3.0
"	1	false
omap-multiple-keys	python-load	"x: !!omap
  - a: 1
    b: 2
  - a: 3
    b: 4
"		"Traceback (most recent call last):
  File ""/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/python-load/main.py"", line 7, in <module>
    obj = yaml.load(content, Loader=Loader)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/lambdasawa/.local/share/mise/installs/python/3.12.0/lib/python3.12/site-packages/yaml/__init__.py"", line 81, in load
    return loader.get_single_data()
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/lambdasawa/.local/share/mise/installs/python/3.12.0/lib/python3.12/site-packages/yaml/constructor.py"", line 51, in get_single_data
    return self.construct_document(node)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/lambdasawa/.local/share/mise/installs/python/3.12.0/lib/python3.12/site-packages/yaml/constructor.py"", line 60, in construct_document
    for dummy in generator:
  File ""/Users/lambdasawa/.local/share/mise/installs/python/3.12.0/lib/python3.12/site-packages/yaml/constructor.py"", line 367, in construct_yaml_omap
    raise ConstructorError(""while constructing an ordered map"", node.start_mark,
yaml.constructor.ConstructorError: while constructing an ordered map
  in ""../../testdata/omap-multiple-keys"", line 1, column 4
expected a single mapping item, but found 2 items
  in ""../../testdata/omap-multiple-keys"", line 2, column 5
"	1	false
omap-multiple-keys	python-safe-load	"x: !!omap
  - a: 1
    b: 2
  - a: 3
    b: 4
"		"Traceback (most recent call last):
  File ""/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/python-safe-load/main.py"", line 6, in <module>
    obj = yaml.safe_load(content)
          ^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/lambdasawa/.local/share/mise/installs/python/3.12.0/lib/python3.12/site-packages/yaml/__init__.py"", line 125, in safe_load
    return load(stream, SafeLoader)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/lambdasawa/.local/share/mise/installs/python/3.12.0/lib/python3.12/site-packages/yaml/__init__.py"", line 81, in load
    return loader.get_single_data()
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/lambdasawa/.local/share/mise/installs/python/3.12.0/lib/python3.12/site-packages/yaml/constructor.py"", line 51, in get_single_data
    return self.construct_document(node)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/lambdasawa/.local/share/mise/installs/python/3.12.0/lib/python3.12/site-packages/yaml/constructor.py"", line 60, in construct_document
    for dummy in generator:
  File ""/Users/lambdasawa/.local/share/mise/installs/python/3.12.0/lib/python3.12/site-packages/yaml/constructor.py"", line 367, in construct_yaml_omap
    raise ConstructorError(""while constructing an ordered map"", node.start_mark,
yaml.constructor.ConstructorError: while constructing an ordered map
  in ""../../testdata/omap-multiple-keys"", line 1, column 4
expected a single mapping item, but found 2 items
  in ""../../testdata/omap-multiple-keys"", line 2, column 5
"	1	false
omap-multiple-keys	ruby-safe-load	"x: !!omap
  - a: 1
    b: 2
  - a: 3
    b: 4
"	"{""x""=>{""a""=>4}}
"		0	false
omap-multiple-keys	ruby-safe-load-alias	"x: !!omap
  - a: 1
    b: 2
  - a: 3
    b: 4
"	"{""x""=>{""a""=>4}}
"		0	false
omap-multiple-keys	ruby-safe-load-symbol	"x: !!omap
  - a: 1
    b: 2
  - a: 3
    b: 4
"	"{""x""=>{""a""=>4}}
"		0	false
omap-multiple-keys	rust-serde-yaml	"x: !!omap
  - a: 1
    b: 2
  - a: 3
    b: 4
"	"Mapping(
    Mapping {
        map: {
            String(
                ""x"",
            ): Sequence(
                [
                    Mapping(
                        Mapping {
                            map: {
                                String(
                                    ""a"",
                                ): Number(
                                    PosInt(
                                        1,
                                    ),
                                ),
       "		0	false
omap-sequence-and-not-mapping	cpp-yamlcpp	"x: !!omap
  - a
  - b
"	"x: !<tag:yaml.org,2002:omap>
  - a
  - b
"		0	false
omap-sequence-and-not-mapping	csharp-yaml-dot-net	"x: !!omap
  - a
  - b
"		"Unhandled exception. (Line: 1, Col: 4, Idx: 3) - (Line: 2, Col: 3, Idx: 12): Encountered an unresolved tag 'tag:yaml.org,2002:omap'
"	134	false
omap-sequence-and-not-mapping	go-gopkg.in-yaml.v2	"x: !!omap
  - a
  - b
"	"map[x:[a b]]
"		0	false
omap-sequence-and-not-mapping	go-gopkg.in-yaml.v3	"x: !!omap
  - a
  - b
"	"map[x:[a b]]
"		0	false
omap-sequence-and-not-mapping	go-sigs.k8s.io-yaml	"x: !!omap
  - a
  - b
"	"map[x:[a b]]
"		0	false
omap-sequence-and-not-mapping	java-jackson	"x: !!omap
  - a
  - b
"	"{x=[a, b]}
"		0	false
omap-sequence-and-not-mapping	java-snake-yaml	"x: !!omap
  - a
  - b
"		"Exception in thread ""main"" while constructing an ordered map
 in 'reader', line 1, column 4:
    x: !!omap
       ^
expected a mapping of length 1, but found scalar
 in 'reader', line 2, column 5:
      - a
        ^

	at org.yaml.snakeyaml.constructor.SafeConstructor$ConstructYamlOmap.construct(SafeConstructor.java:483)
	at org.yaml.snakeyaml.constructor.BaseConstructor.constructObjectNoCheck(BaseConstructor.java:264)
	at org.yaml.snakeyaml.constructor.BaseConstructor.constructObject(BaseConstructor.java:247)
	at org.yaml.snakeyaml.constructor.BaseConstructor.constructMapping2ndStep(BaseConstructor.java:576)
	at org.yaml.snakeyaml.constructor.SafeConstructor.constructMapping2ndStep(SafeConstructor.java:210)
	at org.yaml.snakeyaml.constructor.BaseConstructor.constructMapping(BaseConstructor.java:552)
	at org.yaml.snakeyaml.constructor.SafeConstructor$ConstructYamlMap.construct(SafeConstructor.java:597)
	at org.yaml.snakeyaml.constructor.BaseConstructor.constructObjectNoCheck(BaseConstructor.java:264)
	at org.yaml.snakeyaml.constructor.BaseConstructor.constructObject(BaseConstructor.java:247)
	at org.yaml.snakeyaml.constructor.BaseConstructor.constructDocument(BaseConstructor.java:201)
	at org.yaml.snakeyaml.constructor.BaseConstructor.getSingleData(BaseConstructor.java:185)
	at org.yaml.snakeyaml.Yaml.loadFromReader(Yaml.java:493)
	at org.yaml.snakeyaml.Yaml.load(Yaml.java:434)
	at dev.lambdasawa.yamltesting.App.main(App.java:18)
"	1	false
omap-sequence-and-not-mapping	javascript-js-yaml	"x: !!omap
  - a
  - b
"		"
/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-js-yaml/node_modules/js-yaml/lib/loader.js:187
  throw generateError(state, message);
  ^
YAMLException: cannot resolve a node with !<tag:yaml.org,2002:omap> explicit tag (4:1)

 1 | x: !!omap
 2 |   - a
 3 |   - b
 4 | 
-----^
    at generateError (/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-js-yaml/node_modules/js-yaml/lib/loader.js:183:10)
    at throwError (/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-js-yaml/node_modules/js-yaml/lib/loader.js:187:9)
    at composeNode (/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-js-yaml/node_modules/js-yaml/lib/loader.js:1529:7)
    at readBlockMapping (/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-js-yaml/node_modules/js-yaml/lib/loader.js:1164:11)
    at composeNode (/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-js-yaml/node_modules/js-yaml/lib/loader.js:1441:12)
    at readDocument (/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-js-yaml/node_modules/js-yaml/lib/loader.js:1625:3)
    at loadDocuments (/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-js-yaml/node_modules/js-yaml/lib/loader.js:1688:5)
    at Object.load (/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-js-yaml/node_modules/js-yaml/lib/loader.js:1714:19)
    at Object.<anonymous> (/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/javascript-js-yaml/main.js:7:16)
    at Module._compile (node:internal/modules/cjs/loader:1376:14) {
  reason: 'cannot resolve a node with !<tag:yaml.org,2002:omap> explicit tag',
  mark: {
    name: null,
    buffer: 'x: !!omap\n  - a\n  - b\n',
    position: 22,
    line: 3,
    column: 0,
    snippet: ' 1 | x: !!omap\n 2 |   - a\n 3 |   - b\n 4 | \n-----^'
  }
}

Node.js v21.3.0
"	1	false
omap-sequence-and-not-mapping	javascript-yaml	"x: !!omap
  - a
  - b
"	"{ x: Map(2) { 'a' => null, 'b' => null } }
"		0	false
omap-sequence-and-not-mapping	python-load	"x: !!omap
  - a
  - b
"		"Traceback (most recent call last):
  File ""/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/python-load/main.py"", line 7, in <module>
    obj = yaml.load(content, Loader=Loader)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/lambdasawa/.local/share/mise/installs/python/3.12.0/lib/python3.12/site-packages/yaml/__init__.py"", line 81, in load
    return loader.get_single_data()
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/lambdasawa/.local/share/mise/installs/python/3.12.0/lib/python3.12/site-packages/yaml/constructor.py"", line 51, in get_single_data
    return self.construct_document(node)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/lambdasawa/.local/share/mise/installs/python/3.12.0/lib/python3.12/site-packages/yaml/constructor.py"", line 60, in construct_document
    for dummy in generator:
  File ""/Users/lambdasawa/.local/share/mise/installs/python/3.12.0/lib/python3.12/site-packages/yaml/constructor.py"", line 363, in construct_yaml_omap
    raise ConstructorError(""while constructing an ordered map"", node.start_mark,
yaml.constructor.ConstructorError: while constructing an ordered map
  in ""../../testdata/omap-sequence-and-not-mapping"", line 1, column 4
expected a mapping of length 1, but found scalar
  in ""../../testdata/omap-sequence-and-not-mapping"", line 2, column 5
"	1	false
omap-sequence-and-not-mapping	python-safe-load	"x: !!omap
  - a
  - b
"		"Traceback (most recent call last):
  File ""/Users/lambdasawa/src/github.com/lambdasawa/yaml-testing/program/python-safe-load/main.py"", line 6, in <module>
    obj = yaml.safe_load(content)
          ^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/lambdasawa/.local/share/mise/installs/python/3.12.0/lib/python3.12/site-packages/yaml/__init__.py"", line 125, in safe_load
    return load(stream, SafeLoader)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/lambdasawa/.local/share/mise/installs/python/3.12.0/lib/python3.12/site-packages/yaml/__init__.py"", line 81, in load
    return loader.get_single_data()
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/lambdasawa/.local/share/mise/installs/python/3.12.0/lib/python3.12/site-packages/yaml/constructor.py"", line 51, in get_single_data
    return self.construct_document(node)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/lambdasawa/.local/share/mise/installs/python/3.12.0/lib/python3.12/site-packages/yaml/constructor.py"", line 60, in construct_document
    for dummy in generator:
  File ""/Users/lambdasawa/.local/share/mise/installs/python/3.12.0/lib/python3.12/site-packages/yaml/constructor.py"", line 363, in construct_yaml_omap
    raise ConstructorError(""while constructing an ordered map"", node.start_mark,
yaml.constructor.ConstructorError: while constructing an ordered map
  in ""../../testdata/omap-sequence-and-not-mapping"", line 1, column 4
expected a mapping of length 1, but found scalar
  in ""../../testdata/omap-sequence-and-not-mapping"", line 2, column 5
"	1	false
omap-sequence-and-not-mapping	ruby-safe-load	"x: !!omap
  - a
  - b
"		"/Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:152:in `block in visit_Psych_Nodes_Sequence': undefined method `first' for nil:NilClass (NoMethodError)

            map[accept(a.children.first)] = accept a.children.last
                                 ^^^^^^
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:151:in `each'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:151:in `visit_Psych_Nodes_Sequence'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/visitor.rb:30:in `visit'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/visitor.rb:6:in `accept'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:35:in `accept'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:347:in `block in revive_hash'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:345:in `each'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:345:in `each_slice'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:345:in `revive_hash'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:169:in `visit_Psych_Nodes_Mapping'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/visitor.rb:30:in `visit'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/visitor.rb:6:in `accept'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:35:in `accept'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:320:in `visit_Psych_Nodes_Document'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/visitor.rb:30:in `visit'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/visitor.rb:6:in `accept'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:35:in `accept'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych.rb:334:in `safe_load'
	from main.rb:5:in `<main>'
"	1	false
omap-sequence-and-not-mapping	ruby-safe-load-alias	"x: !!omap
  - a
  - b
"		"/Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:152:in `block in visit_Psych_Nodes_Sequence': undefined method `first' for nil:NilClass (NoMethodError)

            map[accept(a.children.first)] = accept a.children.last
                                 ^^^^^^
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:151:in `each'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:151:in `visit_Psych_Nodes_Sequence'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/visitor.rb:30:in `visit'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/visitor.rb:6:in `accept'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:35:in `accept'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:347:in `block in revive_hash'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:345:in `each'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:345:in `each_slice'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:345:in `revive_hash'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:169:in `visit_Psych_Nodes_Mapping'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/visitor.rb:30:in `visit'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/visitor.rb:6:in `accept'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:35:in `accept'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:320:in `visit_Psych_Nodes_Document'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/visitor.rb:30:in `visit'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/visitor.rb:6:in `accept'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:35:in `accept'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych.rb:334:in `safe_load'
	from main.rb:5:in `<main>'
"	1	false
omap-sequence-and-not-mapping	ruby-safe-load-symbol	"x: !!omap
  - a
  - b
"		"/Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:152:in `block in visit_Psych_Nodes_Sequence': undefined method `first' for nil:NilClass (NoMethodError)

            map[accept(a.children.first)] = accept a.children.last
                                 ^^^^^^
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:151:in `each'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:151:in `visit_Psych_Nodes_Sequence'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/visitor.rb:30:in `visit'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/visitor.rb:6:in `accept'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:35:in `accept'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:347:in `block in revive_hash'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:345:in `each'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:345:in `each_slice'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:345:in `revive_hash'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:169:in `visit_Psych_Nodes_Mapping'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/visitor.rb:30:in `visit'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/visitor.rb:6:in `accept'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:35:in `accept'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:320:in `visit_Psych_Nodes_Document'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/visitor.rb:30:in `visit'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/visitor.rb:6:in `accept'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych/visitors/to_ruby.rb:35:in `accept'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych.rb:334:in `safe_load'
	from /Users/lambdasawa/.local/share/mise/installs/ruby/3.2.2/lib/ruby/gems/3.2.0/gems/psych-5.1.1.1/lib/psych.rb:369:in `load'
	from main.rb:5:in `<main>'
"	1	false
omap-sequence-and-not-mapping	rust-serde-yaml	"x: !!omap
  - a
  - b
"	"Mapping(
    Mapping {
        map: {
            String(
                ""x"",
            ): Sequence(
                [
                    String(
                        ""a"",
                    ),
                    String(
                        ""b"",
                    ),
                ],
            ),
        },
    },
)
"		0	false
prefix-colon	cpp-yamlcpp	"a: :b
"	"a: :b
"		0	false
prefix-colon	csharp-yaml-dot-net	"a: :b
"	"a: :b

"		0	false
prefix-colon	go-gopkg.in-yaml.v2	"a: :b
"	"map[a::b]
"		0	false
prefix-colon	go-gopkg.in-yaml.v3	"a: :b
"	"map[a::b]
"		0	false
